0,0.236,0.027438821
8,0.2393,0.023513589
16,0.2253,0.021969676
24,0.2127,0.03065217
32,0.2087,0.032427697
40,0.1987,0.008055364
48,0.1893,0.024531159
56,0.1813,0.024276189
64,0.156,0.017562586
